author,statement,source,date,target
Samantha Putterman,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",Tucker Carlson,"November 4, 2021",false
Sasha Hupka,Social media posts suggest a CDC graph shows the COVID-19 vaccine is harmful to children and that California’s school vaccine mandate is dangerous.,Facebook posts,"November 3, 2021",barely-true
Ciara O'Rourke,President Joe Biden changed suits during his visit to the Vatican.,Viral image,"November 3, 2021",pants-fire
Tom Kertscher,“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,Viral image,"November 3, 2021",false
Amy Sherman,“There are over 1 million phantom voters on the Florida voter rolls.”,Roger Stone,"November 3, 2021",pants-fire
Monique Curet,"A photo taken on Jan. 6, 2021, at the United States Capitol riot was “doctored to look as if the Capitol was on fire.”",Jack Posobiec,"November 3, 2021",false
Laura Schulte,"“States run elections, not the federal government.”",Wisconsin Senate Republicans,"November 3, 2021",barely-true
Jon Greenberg,“Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.”,Steven Koonin,"November 3, 2021",barely-true
Louis Jacobson,"“Wages have gone up higher, faster than inflation.”",Joe Biden,"November 2, 2021",barely-true
Bill McCarthy,"“Jan. 6 is being used as a pretext to strip millions of Americans, disfavored Americans, of their core constitutional rights.”",Tucker Carlson,"November 2, 2021",pants-fire
Samantha Putterman,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,Tucker Carlson,"November 2, 2021",false
Ciara O'Rourke,In-N-Out cups say “Let’s go Brandon.”,Viral image,"November 2, 2021",false
Duncan Slade,“Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.”,Facebook posts,"November 2, 2021",barely-true
Monique Curet,“Virginia man arrested for having Minecraft worlds that were exact replicas of classified U.S. military bases.”,Facebook posts,"November 2, 2021",pants-fire
Tom Kertscher,"""The 550 U.S. billionaires together are worth $2.5 trillion. If we confiscated 100% of their wealth, we'd raise enough to run the federal government for less than eight months.""",Viral image,"November 2, 2021",mostly-true
Vivian Lam,"Children who receive COVID-19 vaccinations ""will be walking factories of spike proteins"" that will ""undoubtedly cause illnesses to spread like wildfire in schools.""",Instagram posts,"November 2, 2021",false
Madeline Heim,Says gubernatorial candidate Rebecca Kleefisch “worked with Scott Walker to sign five abortion restrictions into law that took away services and threatened doctors with prison time for providing safe and legal abortions.”,Kelda Helen Roys,"November 2, 2021",true
Andy Nguyen,"""National Guard to fill in for cops who refuse to get vaccinated.""",Instagram posts,"November 1, 2021",false
Louis Jacobson,“Fairfax County is not requiring the last four digits of Social Security Numbers on absentee ballots in this election.”,The Gateway Pundit,"November 1, 2021",barely-true
Samantha Putterman,“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,Facebook posts,"November 1, 2021",false
Gabrielle Settles,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,TikTok posts,"November 1, 2021",false
Tom Kertscher,"“Unmask your kids! Any carbon dioxide concentrations above” 2,000 parts per million are “dangerous!”",Facebook posts,"November 1, 2021",false
Kiannah Sepeda-Miller,"The migrant caravan from Tapachula, Mexico “is the population of Minneapolis.”",Mary Miller,"October 31, 2021",pants-fire
Tom Kertscher,Blood “starts to clot in a minute or two” after a Pfizer COVID-19 vaccine injection.,Instagram posts,"October 29, 2021",false
Monique Curet,“Japan drops vax rollout”,Hal Turner Radio Show,"October 29, 2021",pants-fire
Samantha Putterman,Virginia voters are being turned away from polling locations because they were told they already requested absentee ballots when they haven’t.,Facebook posts,"October 29, 2021",barely-true
Ciara O'Rourke,In-N-Out cups say “F--- Joe Biden.”,Viral image,"October 29, 2021",false
Ciara O'Rourke,"Says a CNN headline said, “In And Out is the fast food of white supremacists.”",Viral image,"October 29, 2021",pants-fire
Andy Nguyen,“Atlanta just lost 75% of its police force”,Facebook posts,"October 29, 2021",false
Ciara O'Rourke,“Trump is in White House! He promises to lock up Hillary!”,Facebook posts,"October 29, 2021",pants-fire
Paul Specht,"""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation.""",Thom Tillis,"October 29, 2021",mostly-true
Tom Kertscher,"""There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome.”",Viral image,"October 29, 2021",false
Monique Curet,“Muslim figure: We must have pork-free menus or we will leave U.S.”,Facebook posts,"October 29, 2021",pants-fire
Ciara O'Rourke,“Navy SEALs arrested Hillary Clinton.”,Facebook posts,"October 29, 2021",pants-fire
Ciara O'Rourke,“Alec Baldwin arrested for first-degree murder and possession of child pornography.”,Viral image,"October 29, 2021",pants-fire
Tom Kertscher,"In the United Kingdom, “70-plus percent of the people who die now from COVID are fully vaccinated.”",Alex Berenson,"October 29, 2021",false
Samantha Putterman,Says Marjorie Taylor Greene tweeted: “People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America.”,Tweets,"October 28, 2021",pants-fire
Sabine Martin,"The Biden administration ""published a study concluding 4 (of) 5 new cars on the road by 2050 will still require liquid fuels.""",Randy Feenstra,"October 28, 2021",true
Ciara O'Rourke,Says Jen Psaki said Joe Biden wants to protect “marked people.”,Instagram posts,"October 28, 2021",false
Samantha Putterman,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”,Instagram posts,"October 28, 2021",pants-fire
Ciara O'Rourke,The Anti-Defamation League classified “Let’s go Brandon” as hate speech.,Viral image,"October 28, 2021",pants-fire
Ciara O'Rourke,"Says Donald Trump said, “Alec Baldwin, a total loser, has taken his impression of me to a new low by testing out this theory” by shooting someone.",Viral image,"October 28, 2021",false
Jill Terreri,"“Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.”",Byron Brown,"• October 28,",false
Krishnan Anantharaman,"“If Bezos has 200 billion dollas, and there’s 7 billion people on earth, why can’t we each get a billion and (he’d) be left with 193 billion dollas?”",Instagram posts,"October 28, 2021",pants-fire
Ciara O'Rourke,Photos show Manila Bay before and during Rodrigo Duterte’s administration.,Viral image,"October 28, 2021",half-true
Tom Kertscher,“79.4% of babies who die of ‘SIDS’ had a vaccine the same day.”,Viral image,"October 28, 2021",false
Tom Kertscher,Says Dr. Anthony Fauci planned the AIDS epidemic.,Instagram posts,"October 28, 2021",pants-fire
Ciara O'Rourke,"“Biden resigned, Pelosi was detained.”",Viral image,"October 28, 2021",pants-fire
Ciara O'Rourke,"Photo shows Sheryl Crow wearing a shirt that says, “Keep America Trumpless.”",Viral image,"October 28, 2021",false
Louis Jacobson,President Joe Biden withdrew troops from Afghanistan “simply because of Trump Derangement Syndrome and they wanted to reverse any policy that Trump had implemented.”,Facebook posts,"October 28, 2021",false
Allison Garfield,“The seasonal cold and flu is actually more dangerous for kids than the Coronavirus” and “there is very low transmissibility from children to their families and communities.”,Tom Tiffany,"October 28, 2021",barely-true
Ciara O'Rourke,“Indiana State Police offers to hire Chicago officers who REFUSE TO COMPLY with vax mandate.”,Viral image,"October 27, 2021",false
Ciara O'Rourke,A White House photographer took a picture of Donald Trump at the White House on Oct. 24.,Facebook posts,"October 27, 2021",false
Tom Kertscher,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people.",Instagram posts,"October 27, 2021",false
Kelsey Harrell,Democrats are “asking for a blank check book to spend as much as they want without worrying about the repercussions.”,Ashley Hinson,"October 27, 2021",false
Monique Curet,“The White House referred to Christmas trees as Holiday Trees for the first time this year.”,Facebook posts,"October 27, 2021",pants-fire
Monique Curet,“Australia to Implement Quarantine Camps for the Unvaxed”,The Charlie Kirk Show,"October 27, 2021",false
Ciara O'Rourke,"Terry McAuliffe has a campaign sign that says, “Keep parents out of classrooms.”",Viral image,"October 27, 2021",false
Louis Jacobson,"“The nation reported adding 194,000 jobs in September, and Florida accounted for 84,500.”",Ron DeSantis,"October 27, 2021",half-true
Jon Greenberg,“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,"October 26, 2021",barely-true
Ciara O'Rourke,The remains of Brian Laundrie that were discovered in Florida belong to a twin.,Facebook posts,"October 26, 2021",false
Ciara O'Rourke,“Trump has been reinstated.”,Facebook posts,"October 26, 2021",pants-fire
Samantha Putterman,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”,Bloggers,"October 26, 2021",false
Ciara O'Rourke,The military raided Hunter Biden’s home.,Facebook posts,"October 26, 2021",pants-fire
Ciara O'Rourke,"“Clintons, Powell, and Hunter Biden have already undergone military tribunals.”",Facebook posts,"October 26, 2021",pants-fire
Madeline Heim,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""",Ben Wikler,"October 26, 2021",mostly-true
Ciara O'Rourke,"Says Halyna Hutchins tweeted, “I have information that will lead to Hillary Clinton’s arrest.”",Viral image,"October 25, 2021",pants-fire
Ciara O'Rourke,“Halyna Huchins’ next project was documentary on Hollywood pedophile rings.”,Viral image,"October 25, 2021",pants-fire
Madison Czopek,“NIH COVID Treatment Guidelines Approve Ivermectin”,Instagram posts,"October 25, 2021",false
Gabrielle Settles,"“Gas prices were WAY higher in 2008, under REPUBLICAN president George W. Bush.”",Facebook posts,"October 25, 2021",half-true
Bill McCarthy,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",Jim Banks,"October 25, 2021",false
Tom Kertscher,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959.,Instagram posts,"October 25, 2021",false
Tom Kertscher,“There’s been no” TV commercials for the COVID-19 vaccines because “they are required by law to list all adverse side effects.”,Instagram posts,"October 25, 2021",false
Jon Greenberg,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,Steve Chabot,"October 22, 2021",false
